tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2,tbl6pk
Table 6,2024,3,30781,33195,"Baton Rouge, LA","Tampa, FL (Metropolitan Area)",549,14,279.23,DL,0.5906,288.64,UA,0.1811,262.01,0,,,202433078133195
Table 6,2024,3,30781,33198,"Baton Rouge, LA","Kansas City, MO",637,21,261.44,AA,0.5153,253.63,DL,0.2194,247.50,0,,,202433078133198
Table 6,2024,3,30781,33214,"Baton Rouge, LA","San Antonio, TX",444,24,222.36,UA,0.5727,207.98,UA,0.5727,207.98,0,,,202433078133214
Table 6,2024,3,30781,33316,"Baton Rouge, LA","Omaha, NE",788,12,296.68,AA,0.4673,306.40,DL,0.1682,262.83,0,,,202433078133316
Table 6,2024,3,30781,33342,"Baton Rouge, LA","Milwaukee, WI",875,14,247.76,DL,0.6031,257.96,AA,0.3511,225.64,0,,,202433078133342
Table 6,2024,3,30781,33570,"Baton Rouge, LA","San Diego, CA",1539,26,296.10,UA,0.4958,296.86,DL,0.1610,261.21,0,,,202433078133570
Table 6,2024,3,30781,33667,"Baton Rouge, LA","Norfolk, VA (Metropolitan Area)",965,16,254.21,DL,0.6054,234.63,DL,0.6054,234.63,0,,,202433078133667
Table 6,2024,3,30781,33851,"Baton Rouge, LA","Oklahoma City, OK",502,13,275.11,AA,0.5207,270.90,AA,0.5207,270.90,0,,,202433078133851
Table 6,2024,3,30781,34027,"Baton Rouge, LA","West Palm Beach/Palm Beach, FL",722,15,242.89,DL,0.6500,241.61,DL,0.6500,241.61,0,,,202433078134027
Table 6,2024,3,30781,34057,"Baton Rouge, LA","Portland, OR",1986,15,336.30,AA,0.4104,389.29,UA,0.3358,294.67,0,,,202433078134057
Table 6,2024,3,30781,34100,"Baton Rouge, LA","Philadelphia, PA",1104,19,378.30,AA,0.4860,385.89,DL,0.4413,377.12,0,,,202433078134100
Table 6,2024,3,30781,34492,"Baton Rouge, LA","Raleigh/Durham, NC",804,30,234.43,DL,0.5495,252.32,AA,0.3846,208.33,0,,,202433078134492
Table 6,2024,3,30781,34524,"Baton Rouge, LA","Richmond, VA",926,19,287.85,DL,0.5291,297.57,AA,0.4419,282.93,0,,,202433078134524
Table 6,2024,3,30781,34614,"Baton Rouge, LA","Salt Lake City, UT",1363,16,414.12,AA,0.4267,390.90,AA,0.4267,390.90,0,,,202433078134614
Table 6,2024,3,30781,34653,"Baton Rouge, LA","Tulsa, OK",477,11,281.79,AA,0.6442,260.47,AA,0.6442,260.47,0,,,202433078134653
Table 6,2024,3,30781,34685,"Baton Rouge, LA","Savannah, GA",598,11,257.40,DL,0.7320,272.09,AA,0.1753,222.18,0,,,202433078134685
Table 6,2024,3,30781,35412,"Baton Rouge, LA","Knoxville, TN",551,13,275.49,DL,0.4750,296.60,AA,0.4667,249.15,0,,,202433078135412
Table 6,2024,3,30785,30194,"Burlington, VT","Dallas/Fort Worth, TX",1510,66,398.43,AA,0.7020,388.01,AA,0.7020,388.01,0,,,202433078530194
Table 6,2024,3,30785,30198,"Burlington, VT","Pittsburgh, PA",454,34,236.37,AA,0.6341,229.34,DL,0.1767,222.73,0,,,202433078530198
Table 6,2024,3,30785,30325,"Burlington, VT","Denver, CO",1639,203,308.08,UA,0.7691,326.61,AA,0.1393,213.96,0,,,202433078530325
Table 6,2024,3,30785,30436,"Burlington, VT","Tucson, AZ",2200,12,311.84,UA,0.4182,310.48,AA,0.3364,310.24,0,,,202433078530436
Table 6,2024,3,30785,30466,"Burlington, VT","Phoenix, AZ",2203,52,338.17,AA,0.5966,307.14,AA,0.5966,307.14,0,,,202433078530466
Table 6,2024,3,30785,30559,"Burlington, VT","Seattle, WA",2337,63,460.17,UA,0.4058,460.28,AA,0.2363,425.41,0,,,202433078530559
Table 6,2024,3,30785,30647,"Burlington, VT","Cleveland, OH (Metropolitan Area)",489,23,247.01,AA,0.4813,247.91,DL,0.2196,234.92,0,,,202433078530647
Table 6,2024,3,30785,30693,"Burlington, VT","Nashville, TN",916,57,249.72,AA,0.5771,226.58,AA,0.5771,226.58,0,,,202433078530693
Table 6,2024,3,30785,30852,"Burlington, VT","Washington, DC (Metropolitan Area)",441,318,229.09,AA,0.6298,221.24,AA,0.6298,221.24,-1,,,202433078530852
Table 6,2024,3,30785,30977,"Burlington, VT","Chicago, IL",763,224,226.34,UA,0.7540,227.56,AA,0.2231,218.86,0,,,202433078530977
Table 6,2024,3,30785,30994,"Burlington, VT","Charleston, SC",880,31,224.99,AA,0.6678,223.06,AA,0.6678,223.06,0,,,202433078530994
Table 6,2024,3,30785,31057,"Burlington, VT","Charlotte, NC",761,102,285.90,AA,0.9507,285.50,AA,0.9507,285.50,0,,,202433078531057
Table 6,2024,3,30785,31066,"Burlington, VT","Columbus, OH",587,27,247.79,AA,0.5369,229.20,AA,0.5369,229.20,0,,,202433078531066
Table 6,2024,3,30785,31123,"Burlington, VT","St. Louis, MO",973,35,296.88,AA,0.6800,269.34,AA,0.6800,269.34,0,,,202433078531123
Table 6,2024,3,30785,31135,"Burlington, VT","Myrtle Beach, SC",806,17,218.48,AA,0.6258,230.29,UA,0.1548,184.54,0,,,202433078531135
Table 6,2024,3,30785,31136,"Burlington, VT","Jacksonville, FL",1071,33,257.26,AA,0.5033,271.86,MX,0.1060,198.09,0,,,202433078531136
Table 6,2024,3,30785,31295,"Burlington, VT","Detroit, MI",537,60,320.92,DL,0.8915,322.86,AA,0.0633,282.64,0,,,202433078531295
Table 6,2024,3,30785,31423,"Burlington, VT","Des Moines, IA",1056,13,259.34,UA,0.4758,261.56,AA,0.3952,236.58,0,,,202433078531423
Table 6,2024,3,30785,31453,"Burlington, VT","Houston, TX",1585,51,313.40,UA,0.5275,378.46,AA,0.3284,216.20,0,,,202433078531453
Table 6,2024,3,30785,31454,"Burlington, VT","Orlando, FL",1194,108,182.74,MX,0.5141,99.54,MX,0.5141,99.54,0,,,202433078531454
Table 6,2024,3,30785,31650,"Burlington, VT","Minneapolis/St. Paul, MN",987,156,192.39,DL,0.5954,225.05,SY,0.3113,110.66,0,,,202433078531650
Table 6,2024,3,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",266,280,229.08,DL,0.5828,227.21,DL,0.5828,227.21,-1,,,202433078531703
Table 6,2024,3,30785,31714,"Burlington, VT","Fort Myers, FL",1326,26,270.50,AA,0.6058,239.01,AA,0.6058,239.01,0,,,202433078531714
Table 6,2024,3,30785,31871,"Burlington, VT","Greenville/Spartanburg, SC",817,20,235.05,AA,0.7112,221.20,AA,0.7112,221.20,0,,,202433078531871
Table 6,2024,3,30785,31986,"Burlington, VT","Grand Rapids, MI",629,14,273.02,AA,0.3680,254.66,UA,0.3280,251.74,0,,,202433078531986
Table 6,2024,3,30785,31995,"Burlington, VT","Greensboro/High Point, NC",679,16,226.26,AA,0.6923,221.64,AA,0.6923,221.64,0,,,202433078531995
Table 6,2024,3,30785,32211,"Burlington, VT","Las Vegas, NV",2267,41,343.13,UA,0.3937,391.13,AA,0.3727,299.06,0,,,202433078532211
Table 6,2024,3,30785,32323,"Burlington, VT","Wilmington, NC",748,19,235.02,AA,0.7143,226.58,AA,0.7143,226.58,0,,,202433078532323
Table 6,2024,3,30785,32337,"Burlington, VT","Indianapolis, IN",750,32,255.99,AA,0.5870,235.15,AA,0.5870,235.15,0,,,202433078532337
Table 6,2024,3,30785,32441,"Burlington, VT","Jackson, WY",1856,12,470.97,UA,0.5794,487.98,AA,0.3645,458.28,0,,,202433078532441
Table 6,2024,3,30785,32457,"Burlington, VT","San Francisco, CA (Metropolitan Area)",2575,105,401.97,UA,0.4964,455.98,AA,0.2690,314.78,0,,,202433078532457
Table 6,2024,3,30785,32467,"Burlington, VT","Miami, FL (Metropolitan Area)",1348,41,348.90,AA,0.5646,339.30,AA,0.5646,339.30,0,,,202433078532467
Table 6,2024,3,30785,32575,"Burlington, VT","Los Angeles, CA (Metropolitan Area)",2500,118,385.71,AA,0.3726,327.49,AA,0.3726,327.49,0,,,202433078532575
Table 6,2024,3,30785,33044,"Burlington, VT","Louisville, KY",784,19,258.20,AA,0.5291,249.45,UA,0.3198,238.02,0,,,202433078533044
Table 6,2024,3,30785,33105,"Burlington, VT","Cincinnati, OH",702,28,244.74,AA,0.5097,222.29,AA,0.5097,222.29,0,,,202433078533105
Table 6,2024,3,30785,33192,"Burlington, VT","Sacramento, CA",2504,20,398.48,UA,0.6383,414.03,AA,0.1915,335.50,0,,,202433078533192
Table 6,2024,3,30785,33195,"Burlington, VT","Tampa, FL (Metropolitan Area)",1250,104,170.69,MX,0.5603,108.78,MX,0.5603,108.78,0,,,202433078533195
Table 6,2024,3,30785,33198,"Burlington, VT","Kansas City, MO",1164,29,278.95,AA,0.4059,264.81,DL,0.3284,264.75,0,,,202433078533198
Table 6,2024,3,30785,33214,"Burlington, VT","San Antonio, TX",1726,22,293.92,UA,0.4314,291.09,DL,0.2304,272.24,0,,,202433078533214
Table 6,2024,3,30785,33244,"Burlington, VT","Memphis, TN",1104,12,269.26,AA,0.5283,253.01,AA,0.5283,253.01,0,,,202433078533244
Table 6,2024,3,30785,33316,"Burlington, VT","Omaha, NE",1171,13,290.86,UA,0.4590,341.30,AA,0.1393,227.74,0,,,202433078533316
Table 6,2024,3,30785,33342,"Burlington, VT","Milwaukee, WI",745,18,221.51,AA,0.4630,209.48,AA,0.4630,209.48,0,,,202433078533342
Table 6,2024,3,30785,33485,"Burlington, VT","Madison, WI",813,19,245.88,AA,0.5614,214.76,AA,0.5614,214.76,0,,,202433078533485
Table 6,2024,3,30785,33495,"Burlington, VT","New Orleans, LA",1368,29,268.70,AA,0.4394,277.13,DL,0.2689,199.32,0,,,202433078533495
Table 6,2024,3,30785,33570,"Burlington, VT","San Diego, CA",2483,48,364.16,UA,0.5000,394.32,AA,0.3281,304.81,0,,,202433078533570
Table 6,2024,3,30785,33667,"Burlington, VT","Norfolk, VA (Metropolitan Area)",547,22,236.59,AA,0.4902,235.10,DL,0.2598,229.29,0,,,202433078533667
Table 6,2024,3,30785,33728,"Burlington, VT","Pensacola, FL",1232,12,267.88,AA,0.5625,274.88,DL,0.3571,245.16,0,,,202433078533728
Table 6,2024,3,30785,34027,"Burlington, VT","West Palm Beach/Palm Beach, FL",1286,39,279.21,AA,0.5263,268.48,AA,0.5263,268.48,0,,,202433078534027
Table 6,2024,3,30785,34057,"Burlington, VT","Portland, OR",2383,52,396.76,UA,0.4511,393.36,AA,0.1705,391.16,0,,,202433078534057
Table 6,2024,3,30785,34100,"Burlington, VT","Philadelphia, PA",335,64,315.12,AA,0.9812,316.69,UA,0.0119,222.80,0,,,202433078534100
Table 6,2024,3,30785,34492,"Burlington, VT","Raleigh/Durham, NC",663,98,191.58,MX,0.4322,136.44,MX,0.4322,136.44,0,,,202433078534492
Table 6,2024,3,30785,34524,"Burlington, VT","Richmond, VA",528,19,248.52,AA,0.3920,231.54,AA,0.3920,231.54,0,,,202433078534524
Table 6,2024,3,30785,34570,"Burlington, VT","Reno, NV",2392,13,432.31,UA,0.7712,452.81,AA,0.1441,383.88,0,,,202433078534570
Table 6,2024,3,30785,34614,"Burlington, VT","Salt Lake City, UT",1976,47,402.76,DL,0.3739,453.88,AA,0.3326,311.34,0,,,202433078534614
Table 6,2024,3,30785,34685,"Burlington, VT","Savannah, GA",956,22,234.28,AA,0.4596,235.39,DL,0.3788,207.36,0,,,202433078534685
Table 6,2024,3,30785,35412,"Burlington, VT","Knoxville, TN",827,17,247.53,AA,0.6104,228.23,AA,0.6104,228.23,0,,,202433078535412
Table 6,2024,3,30792,30189,"Buffalo, NY","Colorado Springs, CO",1384,23,250.09,WN,0.6574,214.25,WN,0.6574,214.25,0,,,202433079230189
Table 6,2024,3,30792,30194,"Buffalo, NY","Dallas/Fort Worth, TX",1212,368,274.73,AA,0.6381,307.21,WN,0.1731,245.90,-1,,,202433079230194
Table 6,2024,3,30792,30255,"Buffalo, NY","Huntsville, AL",718,18,280.86,DL,0.4379,314.97,UA,0.1361,209.96,0,,,202433079230255
Table 6,2024,3,30792,30325,"Buffalo, NY","Denver, CO",1359,354,239.45,WN,0.5167,258.44,F9,0.2286,147.36,-1,,,202433079230325
Table 6,2024,3,30792,30436,"Buffalo, NY","Tucson, AZ",1905,26,298.22,AA,0.4606,310.53,WN,0.3568,286.64,0,,,202433079230436
Table 6,2024,3,30792,30466,"Buffalo, NY","Phoenix, AZ",1912,245,249.82,WN,0.4880,261.26,AA,0.2613,223.65,-1,,,202433079230466
Table 6,2024,3,30792,30529,"Buffalo, NY","Hartford, CT",317,17,269.24,WN,0.3766,248.20,WN,0.3766,248.20,0,,,202433079230529
Table 6,2024,3,30792,30559,"Buffalo, NY","Seattle, WA",2122,155,327.02,DL,0.2243,376.20,WN,0.1906,314.28,0,,,202433079230559
Table 6,2024,3,30792,30615,"Buffalo, NY","El Paso, TX",1693,17,329.50,WN,0.4277,294.22,WN,0.4277,294.22,0,,,202433079230615
Table 6,2024,3,30792,30693,"Buffalo, NY","Nashville, TN",633,194,226.78,WN,0.6669,243.47,AA,0.1789,173.09,0,,,202433079230693
Table 6,2024,3,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",296,570,197.14,WN,0.3898,190.67,WN,0.3898,190.67,-1,,,202433079230852
Table 6,2024,3,30792,30868,"Buffalo, NY","Columbia, SC",634,18,244.64,AA,0.6647,231.79,AA,0.6647,231.79,0,,,202433079230868
Table 6,2024,3,30792,30928,"Buffalo, NY","Wichita, KS",1051,11,297.75,AA,0.5392,282.31,AA,0.5392,282.31,0,,,202433079230928
Table 6,2024,3,30792,30977,"Buffalo, NY","Chicago, IL",474,485,201.21,AA,0.3377,199.63,WN,0.3321,184.89,-1,,,202433079230977
Table 6,2024,3,30792,30980,"Buffalo, NY","Chattanooga, TN",647,12,308.39,AA,0.5446,277.59,AA,0.5446,277.59,0,,,202433079230980
Table 6,2024,3,30792,30994,"Buffalo, NY","Charleston, SC",696,69,210.45,AA,0.4485,191.36,AA,0.4485,191.36,0,,,202433079230994
Table 6,2024,3,30792,31057,"Buffalo, NY","Charlotte, NC",546,479,164.18,AA,0.8332,169.97,F9,0.0937,85.14,-1,,,202433079231057
Table 6,2024,3,30792,31123,"Buffalo, NY","St. Louis, MO",674,74,239.45,WN,0.5272,231.64,WN,0.5272,231.64,0,,,202433079231123
Table 6,2024,3,30792,31135,"Buffalo, NY","Myrtle Beach, SC",639,66,210.41,WN,0.5710,198.90,WN,0.5710,198.90,0,,,202433079231135
Table 6,2024,3,30792,31136,"Buffalo, NY","Jacksonville, FL",874,90,253.46,WN,0.3269,240.09,AA,0.3002,230.23,0,,,202433079231136
Table 6,2024,3,30792,31252,"Buffalo, NY","Daytona Beach, FL",958,16,211.41,DL,0.7047,200.60,DL,0.7047,200.60,0,,,202433079231252
Table 6,2024,3,30792,31295,"Buffalo, NY","Detroit, MI",241,55,271.71,DL,0.9920,271.77,DL,0.9920,271.77,0,,,202433079231295
Table 6,2024,3,30792,31423,"Buffalo, NY","Des Moines, IA",771,13,286.66,DL,0.4065,272.86,UA,0.3008,269.06,0,,,202433079231423
Table 6,2024,3,30792,31453,"Buffalo, NY","Houston, TX",1297,268,237.80,AA,0.3147,194.46,AA,0.3147,194.46,-1,,,202433079231453
Table 6,2024,3,30792,31454,"Buffalo, NY","Orlando, FL",1011,1041,162.81,WN,0.4467,177.69,F9,0.1767,114.18,-1,,,202433079231454
Table 6,2024,3,30792,31481,"Buffalo, NY","Panama City, FL",951,16,248.47,DL,0.4497,246.66,WN,0.3020,233.04,0,,,202433079231481
Table 6,2024,3,30792,31504,"Buffalo, NY","Valparaiso, FL",961,18,266.56,DL,0.4121,313.10,WN,0.2424,212.09,0,,,202433079231504
Table 6,2024,3,30792,31624,"Buffalo, NY","Key West, FL",1279,15,285.67,AA,0.4667,260.11,AA,0.4667,260.11,0,,,202433079231624
Table 6,2024,3,30792,31638,"Buffalo, NY","Fresno, CA",2198,14,351.08,AA,0.3788,380.26,WN,0.3258,310.40,0,,,202433079231638
Table 6,2024,3,30792,31648,"Buffalo, NY","Kalispell, MT",1744,11,380.66,AA,0.7143,356.62,AA,0.7143,356.62,0,,,202433079231648
Table 6,2024,3,30792,31650,"Buffalo, NY","Minneapolis/St. Paul, MN",735,278,183.05,SY,0.4450,106.24,SY,0.4450,106.24,-1,,,202433079231650
Table 6,2024,3,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",326,1908,149.68,B6,0.3893,124.79,B6,0.3893,124.79,-1,,,202433079231703
Table 6,2024,3,30792,31714,"Buffalo, NY","Fort Myers, FL",1144,95,222.03,AA,0.3512,204.32,AA,0.3512,204.32,0,,,202433079231714
Table 6,2024,3,30792,31834,"Buffalo, NY","Fayetteville, AR",948,21,248.86,AA,0.5533,252.24,UA,0.1472,241.79,0,,,202433079231834
Table 6,2024,3,30792,31871,"Buffalo, NY","Greenville/Spartanburg, SC",586,37,235.74,AA,0.4911,232.84,WN,0.2351,202.68,0,,,202433079231871
Table 6,2024,3,30792,31884,"Buffalo, NY","Spokane, WA",1899,18,358.49,DL,0.3232,406.62,WN,0.3049,273.02,0,,,202433079231884
Table 6,2024,3,30792,31986,"Buffalo, NY","Grand Rapids, MI",345,13,288.57,DL,0.3361,305.51,WN,0.1393,200.17,0,,,202433079231986
Table 6,2024,3,30792,31995,"Buffalo, NY","Greensboro/High Point, NC",476,20,207.20,AA,0.6649,185.74,AA,0.6649,185.74,0,,,202433079231995
Table 6,2024,3,30792,32211,"Buffalo, NY","Las Vegas, NV",1986,336,270.20,WN,0.6095,276.50,AA,0.1618,220.41,-1,,,202433079232211
Table 6,2024,3,30792,32323,"Buffalo, NY","Wilmington, NC",600,25,242.47,AA,0.8870,230.27,AA,0.8870,230.27,0,,,202433079232323
Table 6,2024,3,30792,32337,"Buffalo, NY","Indianapolis, IN",452,42,259.59,AA,0.4462,262.27,WN,0.2231,214.76,0,,,202433079232337
Table 6,2024,3,30792,32441,"Buffalo, NY","Jackson, WY",1605,12,452.19,AA,0.6330,456.13,UA,0.2477,454.04,0,,,202433079232441
Table 6,2024,3,30792,32457,"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2309,259,299.75,WN,0.3468,283.19,AA,0.2099,270.51,-1,,,202433079232457
Table 6,2024,3,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",1185,536,181.79,B6,0.5214,169.27,B6,0.5214,169.27,-1,,,202433079232467
Table 6,2024,3,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2218,502,267.17,AA,0.2939,245.45,AA,0.2939,245.45,-1,,,202433079232575
Table 6,2024,3,30792,32600,"Buffalo, NY","Little Rock, AR",920,13,272.15,AA,0.4959,266.51,AA,0.4959,266.51,0,,,202433079232600
Table 6,2024,3,30792,32945,"Buffalo, NY","Lexington, KY",458,11,248.09,AA,0.5048,219.43,AA,0.5048,219.43,0,,,202433079232945
Table 6,2024,3,30792,33044,"Buffalo, NY","Louisville, KY",494,28,256.02,WN,0.3333,244.95,WN,0.3333,244.95,0,,,202433079233044
Table 6,2024,3,30792,33105,"Buffalo, NY","Cincinnati, OH",410,24,245.49,DL,0.3028,277.02,WN,0.2248,203.06,0,,,202433079233105
Table 6,2024,3,30792,33192,"Buffalo, NY","Sacramento, CA",2241,62,327.59,WN,0.5088,294.57,WN,0.5088,294.57,0,,,202433079233192
Table 6,2024,3,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",1053,462,187.52,WN,0.5576,219.35,F9,0.2861,103.44,-1,,,202433079233195
Table 6,2024,3,30792,33198,"Buffalo, NY","Kansas City, MO",870,63,272.87,WN,0.4726,263.10,WN,0.4726,263.10,0,,,202433079233198
Table 6,2024,3,30792,33214,"Buffalo, NY","San Antonio, TX",1432,72,252.00,WN,0.4448,237.25,WN,0.4448,237.25,0,,,202433079233214
Table 6,2024,3,30792,33244,"Buffalo, NY","Memphis, TN",813,41,255.72,DL,0.3570,269.02,WN,0.2940,239.81,0,,,202433079233244
Table 6,2024,3,30792,33316,"Buffalo, NY","Omaha, NE",888,31,264.43,WN,0.4613,235.56,WN,0.4613,235.56,0,,,202433079233316
Table 6,2024,3,30792,33342,"Buffalo, NY","Milwaukee, WI",465,31,238.50,DL,0.3463,286.00,WN,0.2898,190.04,0,,,202433079233342
Table 6,2024,3,30792,33485,"Buffalo, NY","Madison, WI",537,20,289.49,DL,0.5027,315.56,AA,0.2623,228.75,0,,,202433079233485
Table 6,2024,3,30792,33495,"Buffalo, NY","New Orleans, LA",1097,72,242.51,WN,0.4051,249.86,AA,0.2666,219.38,0,,,202433079233495
Table 6,2024,3,30792,33570,"Buffalo, NY","San Diego, CA",2196,128,323.75,WN,0.3710,287.98,WN,0.3710,287.98,0,,,202433079233570
Table 6,2024,3,30792,33667,"Buffalo, NY","Norfolk, VA (Metropolitan Area)",438,63,226.24,WN,0.4635,213.55,WN,0.4635,213.55,0,,,202433079233667
Table 6,2024,3,30792,33728,"Buffalo, NY","Pensacola, FL",978,28,251.07,DL,0.4235,264.44,AA,0.4118,232.96,0,,,202433079233728
Table 6,2024,3,30792,33851,"Buffalo, NY","Oklahoma City, OK",1136,31,277.29,WN,0.4355,243.68,WN,0.4355,243.68,0,,,202433079233851
Table 6,2024,3,30792,34027,"Buffalo, NY","West Palm Beach/Palm Beach, FL",1123,77,230.22,AA,0.3943,209.45,AA,0.3943,209.45,0,,,202433079234027
Table 6,2024,3,30792,34057,"Buffalo, NY","Portland, OR",2157,83,322.38,WN,0.3176,302.16,WN,0.3176,302.16,0,,,202433079234057
Table 6,2024,3,30792,34100,"Buffalo, NY","Philadelphia, PA",279,127,257.36,AA,0.8783,269.54,F9,0.0746,107.31,0,,,202433079234100
Table 6,2024,3,30792,34321,"Buffalo, NY","Portland, ME",427,19,248.74,WN,0.2690,234.22,B6,0.1696,181.45,0,,,202433079234321
Table 6,2024,3,30792,34492,"Buffalo, NY","Raleigh/Durham, NC",487,191,162.98,F9,0.3887,82.48,F9,0.3887,82.48,0,,,202433079234492
Table 6,2024,3,30792,34524,"Buffalo, NY","Richmond, VA",382,35,236.70,AA,0.5031,229.85,WN,0.1442,204.34,0,,,202433079234524
Table 6,2024,3,30792,34570,"Buffalo, NY","Reno, NV",2130,29,295.06,WN,0.6591,264.41,WN,0.6591,264.41,0,,,202433079234570
Table 6,2024,3,30792,34614,"Buffalo, NY","Salt Lake City, UT",1710,120,293.56,AA,0.3131,229.10,AA,0.3131,229.10,0,,,202433079234614
Table 6,2024,3,30792,34653,"Buffalo, NY","Tulsa, OK",1025,25,279.50,AA,0.4868,275.17,WN,0.2719,232.86,0,,,202433079234653
Table 6,2024,3,30792,34685,"Buffalo, NY","Savannah, GA",758,50,232.56,WN,0.3477,216.27,WN,0.3477,216.27,0,,,202433079234685
Table 6,2024,3,30792,34783,"Buffalo, NY","Springfield, MO",869,12,303.18,AA,0.7170,279.33,AA,0.7170,279.33,0,,,202433079234783
Table 6,2024,3,30792,34986,"Buffalo, NY","Sarasota/Bradenton, FL",1093,52,229.49,WN,0.4585,229.05,AA,0.2884,218.32,0,,,202433079234986
Table 6,2024,3,30792,35412,"Buffalo, NY","Knoxville, TN",567,33,251.55,AA,0.6337,243.39,AA,0.6337,243.39,0,,,202433079235412
Table 6,2024,3,30849,30189,"Bozeman, MT","Colorado Springs, CO",583,12,268.80,UA,0.5234,290.61,WN,0.4206,210.49,0,,,202433084930189
Table 6,2024,3,30849,30194,"Bozeman, MT","Dallas/Fort Worth, TX",1172,260,298.58,AA,0.7931,300.23,WN,0.1187,266.92,-1,,,202433084930194
Table 6,2024,3,30849,30198,"Bozeman, MT","Pittsburgh, PA",1594,81,299.73,WN,0.3863,256.57,WN,0.3863,256.57,0,,,202433084930198
Table 6,2024,3,30849,30325,"Bozeman, MT","Denver, CO",524,330,219.85,UA,0.6969,223.36,WN,0.2857,210.31,-1,,,202433084930325
Table 6,2024,3,30849,30436,"Bozeman, MT","Tucson, AZ",942,25,253.94,WN,0.4469,231.28,WN,0.4469,231.28,0,,,202433084930436
Table 6,2024,3,30849,30466,"Bozeman, MT","Phoenix, AZ",861,153,195.24,WN,0.2776,245.85,G4,0.2705,84.64,0,,,202433084930466
Table 6,2024,3,30849,30529,"Bozeman, MT","Hartford, CT",1921,50,358.74,DL,0.2998,377.46,WN,0.2232,271.91,0,,,202433084930529
Table 6,2024,3,30849,30559,"Bozeman, MT","Seattle, WA",543,381,178.74,AS,0.9832,177.80,AS,0.9832,177.80,-1,,,202433084930559
Table 6,2024,3,30849,30615,"Bozeman, MT","El Paso, TX",997,12,262.08,WN,0.6455,223.62,WN,0.6455,223.62,0,,,202433084930615
Table 6,2024,3,30849,30647,"Bozeman, MT","Cleveland, OH (Metropolitan Area)",1524,62,330.39,UA,0.3445,397.01,WN,0.2527,237.04,0,,,202433084930647
Table 6,2024,3,30849,30693,"Bozeman, MT","Nashville, TN",1435,223,202.30,G4,0.4837,103.59,G4,0.4837,103.59,0,,,202433084930693
Table 6,2024,3,30849,30785,"Bozeman, MT","Burlington, VT",1842,24,385.94,UA,0.6368,375.17,UA,0.6368,375.17,0,,,202433084930785
Table 6,2024,3,30849,30792,"Bozeman, MT","Buffalo, NY",1607,28,297.49,AA,0.3154,298.38,WN,0.3154,264.43,0,,,202433084930792
Table 6,2024,3,30849,30852,"Bozeman, MT","Washington, DC (Metropolitan Area)",1805,260,347.75,UA,0.3188,424.59,WN,0.3080,279.93,-1,,,202433084930852
Table 6,2024,3,30849,30928,"Bozeman, MT","Wichita, KS",902,12,269.66,UA,0.5182,289.48,WN,0.4091,241.02,0,,,202433084930928
Table 6,2024,3,30849,30977,"Bozeman, MT","Chicago, IL",1198,315,308.08,UA,0.5166,324.31,WN,0.1653,260.83,-1,,,202433084930977
Table 6,2024,3,30849,30994,"Bozeman, MT","Charleston, SC",1872,28,355.91,DL,0.2934,428.88,WN,0.2664,257.08,0,,,202433084930994
Table 6,2024,3,30849,31003,"Bozeman, MT","Cedar Rapids/Iowa City, IA",1005,11,288.80,UA,0.6224,289.21,UA,0.6224,289.21,0,,,202433084931003
Table 6,2024,3,30849,31057,"Bozeman, MT","Charlotte, NC",1736,94,354.30,AA,0.4885,373.47,UA,0.1671,327.82,0,,,202433084931057
